,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes_and_spectral_correction_factors_(scf),,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,AGC_LI-7200,AGC_LI-7500,variances,,,,,,,,covariances,,,,
date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,none_flux,qc_none_flux,rand_err_none_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,none_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,none_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,none_molar_density,none_mole_fraction,none_mixing_ratio,none_time_lag,none_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_none_flux,un_none_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,none_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,mean_value_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,none_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/none_cov
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,--,[m+1s-1K+1],--,--,--,--
06-01-2019,18:30,6.77,0,17029,17029,3.34E-02,2,-9999,-54.65428801,2,-9999,16.27725776,2,-9999,1.222704168,2,-9999,0.370200659,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.14E-11,1.55E-12,-9999,-9999,15.34941666,397.0683719,400.528933,0,1,333.9944156,8.639977775,8.71527758,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,299.3433436,298.52455,96206.89661,1.11910217,1010.35993,2.59E-02,2.40E-02,6.02E-03,829.1678971,3229.251155,5.38E-03,25.67678565,2400.083258,277.4284049,0.449845831,0.4889986,1.15E-02,0.664539476,-2.18E-14,4.65E-15,0.664539476,3.671325194,174.6119693,47.38803072,0.989925425,-9999,0.172673707,0.124380785,7.993380036,0.290240172,-3.357708579,-0.279931761,1,2.97777993,1,3,6,11,23,97,3.14E-02,1.062803349,-47.33233622,1.132455617,16.7558258,1.104977856,3.223096407,1.104977856,0.381084937,1.104977856,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800001099,811101099,899999999,899999999,89999,89999,89,89,35,34,3,0,8,12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.142262597,6.50E-02,4.15E-02,0.421128207,3.25E-02,290.8274008,-9999,-9999,-4.19E-02,3.22E-03,0.381084937,-9999,-9999
06-01-2019,19:00,6.791,0,18000,18000,5.84E-02,2,-9999,-49.53819029,2,-9999,-15.5117137,2,-9999,2.004925059,2,-9999,-0.352611096,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.639862944,7.431491334,1.35E-02,0.168932096,-9999,-9999,-1.74E-11,-4.47E-13,-9999,-9999,15.37346398,397.1938735,401.2915533,0,1,395.2275279,10.21122845,10.31657334,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,298.9695736,298.0034757,96206.89661,1.120398103,1011.202397,2.58E-02,-2.28E-02,7.12E-03,979.4684078,3130.442662,6.36E-03,31.28849539,2150.974254,279.8274105,0.603384249,0.478594793,4.07E-02,0.771218739,-6.27E-15,-1.13E-15,0.771218739,2.755557281,183.5791081,38.42089194,3.021750208,-9999,0.228320434,0.165234069,20.39276669,0.113765829,3.193598802,-0.191507109,0,21.81781662,-3.310937846,7.489350424,18.6495415,28.4417275,39.88992723,59.76237988,5.57E-02,1.048446716,-45.75875864,1.104215015,-11.83706272,1.081581817,4.068342794,1.081581817,-0.269079209,1.081581817,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,801000099,899999999,899999999,89999,89999,89,89,41,47,0,0,0,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.151472784,0.115385312,6.36E-02,0.186987682,3.73E-03,148.2140504,-9999,-9999,-4.04E-02,4.07E-03,-0.269079209,-9999,-9999
06-01-2019,19:30,6.812,0,18000,18000,1.34E-02,2,-9999,-12.91665718,2,-9999,-7.76004921,2,-9999,1.279322425,2,-9999,-0.176152927,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.584920119,2.539798254,0.512360644,5.77E-02,-9999,-9999,3.39E-12,9.06E-14,-9999,-9999,15.63045747,401.9369984,406.3027,0,1,417.8477199,10.74494836,10.8616563,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,297.5654343,296.5537545,96206.89661,1.125649937,1011.454699,2.57E-02,-1.14E-02,7.53E-03,1030.487879,2869.656734,6.69E-03,35.909796,1839.168855,280.5680151,0.344017237,0.342787192,-6.33E-03,0.48568614,3.07E-15,2.17E-16,0.48568614,2.308935741,177.1026148,44.8973852,-0.747123018,-9999,0.109164816,6.08E-02,8.548724266,0.271385522,1.664507123,-0.103924431,1,4.009915694,2,4,8,14,31,137,1.28E-02,1.049487816,-12.1592364,1.10252922,-6.406876226,1.088322453,1.789774355,1.088322453,-0.145435934,1.088322453,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,811101099,899999999,899999999,89999,89999,89,89,36,18,1,0,1,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.44E-02,3.86E-02,1.84E-02,0.477516916,2.11E-02,26.61482439,-9999,-9999,-1.07E-02,1.79E-03,-0.145435934,-9999,-9999
06-01-2019,20:00,6.833,0,18000,18000,2.66E-02,2,-9999,-49.00399709,2,-9999,-6.788695471,2,-9999,2.616596102,2,-9999,-0.154024233,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.676020082,1.37063351,-0.175688627,3.11E-02,-9999,-9999,-5.46E-11,-1.51E-12,-9999,-9999,15.5937158,400.3133328,404.7789931,0,1,429.7513729,11.03234191,11.15541223,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,297.061675,296.0247715,96206.89661,1.127539947,1011.598089,2.57E-02,-9.98E-03,7.74E-03,1057.953247,2779.327771,6.87E-03,38.06507667,1721.374524,280.9534066,0.509886519,0.275443942,3.30E-02,0.58046699,-9.16E-15,-3.50E-15,0.58046699,2.264560995,193.6218002,28.37819983,3.258016969,-9999,0.153721244,8.88E-02,6.291994236,0.368722525,7.218470367,-0.279484469,1,2.757843464,1,3,5,10,21,89,2.50E-02,1.065005495,-43.51459959,1.135970292,-3.570587965,1.110469107,4.449649656,1.110469107,-8.10E-02,1.110469107,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,811000099,899999999,899999999,89999,89999,89,89,47,48,4,0,5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.66E-02,6.94E-02,3.16E-02,0.241426368,7.73E-03,8.303789108,-9999,-9999,-3.82E-02,4.45E-03,-8.10E-02,-9999,-9999
06-01-2019,20:30,6.854,0,18000,18000,7.18E-03,2,-9999,-15.30782174,2,-9999,1.517152024,2,-9999,2.826833017,2,-9999,3.44E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.458522261,-0.178688731,-5.94E-02,-4.05E-03,-9999,-9999,-2.83E-11,-7.78E-13,-9999,-9999,15.59677758,399.7655219,404.2097883,0,1,428.9659257,10.99494984,11.11718271,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,296.5969235,295.5651411,96206.89661,1.1293092,1011.565548,2.56E-02,2.23E-03,7.73E-03,1054.380082,2702.898967,6.84E-03,39.00923026,1648.518885,280.9037712,2.20E-02,0.345681614,-2.00E-02,0.346954558,9.70E-15,-1.81E-15,0.346954558,1.936137584,135.6341105,86.36588945,-3.303218113,-9999,7.97E-02,7.02E-02,2.808760385,0.825987155,-10.08984037,-0.168099812,1,3.155945661,1,3,6,11,23,98,6.69E-03,1.073165935,-13.22815962,1.149925281,2.079491238,1.133974727,3.104333675,1.133974727,4.72E-02,1.133974727,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800101099,800101099,899999999,899999999,89999,89999,89,89,8,17,2,2,9,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.17E-02,7.66E-02,1.22E-02,0.190027314,1.36E-02,28.28085993,-9999,-9999,-1.16E-02,3.10E-03,4.72E-02,-9999,-9999
06-01-2019,21:00,6.874,0,18000,18000,2.30E-03,2,-9999,-9.427166994,2,-9999,-0.564813746,2,-9999,0.336276104,2,-9999,-1.28E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.411088006,1.092724446,-6.40E-02,2.48E-02,-9999,-9999,2.74E-12,7.71E-14,-9999,-9999,15.59608146,399.176015,403.7068926,0,1,438.4976023,11.22318615,11.35057578,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,296.1727712,295.1211389,96206.89661,1.130911476,1011.679238,2.56E-02,-8.30E-04,7.90E-03,1076.188885,2630.790806,6.99E-03,40.90742917,1554.60192,281.2044411,0.231041661,0.325621429,-4.12E-02,0.401377629,2.89E-14,1.76E-16,0.401377629,1.429335846,167.3572524,54.64274765,-5.886355353,-9999,4.51E-02,5.96E-02,0.824358357,2.814310039,16.69075349,-0.18281759,1,11.1983601,5,10,21,38,80,325,1.93E-03,1.189993431,-6.816825925,1.388050712,-1.40E-02,1.312672368,0.59177469,1.312672368,-3.18E-04,1.312672368,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800001099,800111199,899999999,899999999,89999,89999,89,89,6,2,3,5,9,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.72E-02,8.68E-02,5.21E-03,0.175708396,2.93E-03,21.3599892,-9999,-9999,-5.96E-03,5.92E-04,-3.18E-04,-9999,-9999
06-01-2019,21:30,6.895,0,18000,18000,2.13E-02,2,-9999,-44.53856247,2,-9999,-2.259189873,2,-9999,1.850471745,2,-9999,-5.12E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.52123336,0.539811518,0.208145227,1.22E-02,-9999,-9999,1.61E-11,4.56E-13,-9999,-9999,15.71238117,401.0888058,405.6874974,0,1,444.0625294,11.33555173,11.46551972,0,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,295.3892733,294.3299528,96206.89661,1.133903724,1011.720833,2.55E-02,-3.32E-03,8.00E-03,1086.924651,2506.487911,7.06E-03,43.36444817,1419.56326,281.3504823,0.587590678,0.136925831,9.11E-03,0.603402411,7.01E-15,1.03E-15,0.603402411,2.227961892,208.8825005,13.11749954,0.865010753,-9999,0.13715193,7.63E-02,4.916896601,0.47184234,19.71439541,-0.283072315,1,3.650341847,2,3,7,13,28,123,1.98E-02,1.076856644,-38.49746569,1.16051299,0.312330358,1.127890635,3.496336808,1.127890635,7.07E-03,1.127890635,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,811000099,899999999,899999999,89999,89999,89,89,25,41,5,0,3,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.27E-02,5.78E-02,2.21E-02,0.299403516,4.09E-03,10.48844471,-9999,-9999,-3.36E-02,3.50E-03,7.07E-03,-9999,-9999
06-01-2019,22:00,6.916,0,18000,18000,1.37E-02,2,-9999,-22.56600649,2,-9999,1.323865054,2,-9999,1.920022399,2,-9999,3.00E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.927655263,-0.348993332,8.52E-02,-7.90E-03,-9999,-9999,-3.53E-11,-9.89E-13,-9999,-9999,15.77572556,401.8705975,406.448467,0,1,442.1412371,11.26309928,11.39140177,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,294.7766477,293.7262613,96206.89661,1.136265069,1011.666024,2.55E-02,1.94E-03,7.97E-03,1080.002401,2415.14283,7.01E-03,44.71795159,1335.140428,281.2564638,0.39239186,-2.75E-02,6.89E-03,0.393412141,-1.02E-14,-2.24E-15,0.393412141,2.48977238,226.0036304,355.9963696,1.003641995,-9999,0.109766423,0.100544631,4.974662091,0.466363334,-17.04554888,-0.17884153,1,2.354317671,1,2,4,8,17,72,1.30E-02,1.056084574,-20.16185541,1.115094224,2.371031548,1.10261398,2.686677791,1.10261398,5.37E-02,1.10261398,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,810101099,899999999,899999999,89999,89999,89,89,49,35,8,0,1,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.121049475,6.37E-02,1.63E-02,0.300295705,1.50E-02,7.904078601,-9999,-9999,-1.75E-02,2.69E-03,5.37E-02,-9999,-9999
06-01-2019,22:30,6.937,0,18000,18000,3.65E-03,2,-9999,-15.61962565,2,-9999,-0.268321042,2,-9999,0.64447667,2,-9999,-6.08E-03,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.671798619,1.049221339,-0.287983176,2.38E-02,-9999,-9999,-6.03E-12,-1.74E-13,-9999,-9999,15.65966417,399.2275337,403.8643559,0,1,450.3465877,11.4811375,11.614485,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,295.0082947,293.9367931,96206.89661,1.135358459,1011.790998,2.55E-02,-3.94E-04,8.12E-03,1100.833231,2446.64255,7.15E-03,44.99362731,1345.80932,281.5378041,0.37338553,7.53E-02,-2.47E-02,0.381697598,2.85E-15,-3.85E-16,0.381697598,1.464942985,210.5997325,11.40026747,-3.703234998,-9999,5.67E-02,5.05E-02,0.991349806,2.34024356,58.21245161,-0.239749072,1,6.113607457,3,6,11,20,43,170,3.15E-03,1.160207828,-11.77526599,1.327706266,0.515639332,1.269891508,1.079847003,1.269891508,1.17E-02,1.269891508,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800001099,800011099,899999999,899999999,89999,89999,89,89,23,19,2,0,26,19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.32E-02,3.10E-02,6.92E-03,0.25752873,5.72E-03,12.13242205,-9999,-9999,-1.03E-02,1.08E-03,1.17E-02,-9999,-9999
06-01-2019,23:00,6.958,0,18000,18000,3.33E-03,2,-9999,-5.760589586,2,-9999,4.173659387,2,-9999,0.174092158,2,-9999,9.45E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.489835515,0.251869769,-2.45E-02,5.70E-03,-9999,-9999,1.50E-13,4.32E-15,-9999,-9999,15.67545484,399.0029267,403.6584703,0,1,453.1066105,11.53337275,11.66794349,0.2,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,294.5453125,293.4706398,96206.89661,1.137139625,1011.808243,2.55E-02,6.12E-03,8.16E-03,1105.823225,2377.320756,7.18E-03,46.51552478,1271.497531,281.6045012,0.276965978,4.37E-02,-1.90E-02,0.281030765,8.88E-15,9.54E-18,0.281030765,1.343939141,213.0383092,8.961690811,-3.873570167,-9999,5.41E-02,7.47E-02,2.33809876,0.992259198,-1.380225134,-9.25E-02,1,4.481020465,2,4,8,16,34,142,3.11E-03,1.071374916,-4.803949329,1.145189632,3.934530943,1.135394788,0.355791364,1.135394788,8.90E-02,1.135394788,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800001099,899999999,899999999,89999,89999,89,89,19,7,5,10,12,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.101376116,4.18E-02,6.20E-03,0.216078281,4.56E-03,29.15978635,-9999,-9999,-4.18E-03,3.56E-04,8.90E-02,-9999,-9999
06-01-2019,23:30,6.979,0,18000,18000,1.27E-02,2,-9999,8.424868562,2,-9999,11.29890358,2,-9999,-0.808953202,2,-9999,0.255586513,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.736457887,-2.178335577,-2.75E-02,-4.93E-02,-9999,-9999,5.79E-12,1.61E-13,-9999,-9999,15.69683586,398.7518668,403.2206578,0,1,436.2713198,11.08274335,11.20694706,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,293.9590247,292.9282768,96206.89661,1.139437454,1011.547466,2.54E-02,1.66E-02,7.86E-03,1062.769445,2298.88295,6.90E-03,46.22981981,1236.113504,281.0200758,-2.35E-02,-0.151711352,-2.19E-02,0.155073372,5.33E-15,3.69E-16,0.155073372,0.888645728,320.7918108,261.2081892,-8.129285796,-9999,0.105376087,5.79E-02,-11.78830299,-0.196805257,0.745635937,6.94E-02,1,0.581888261,1,1,1,2,4,-9999,1.20E-02,1.050672563,8.693152581,1.048484865,10.14763175,1.0537274,-1.235817178,1.0537274,0.229544203,1.0537274,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800100099,800100099,899999999,899999999,89999,89999,89,89,8,0,0,0,7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.06E-02,3.19E-02,3.23E-03,0.181016966,3.24E-03,128.2828474,-9999,-9999,7.54E-03,-1.24E-03,0.229544203,-9999,-9999
07-01-2019,00:00,7,0,18000,18000,7.61E-03,2,-9999,-12.96325374,2,-9999,11.48734007,2,-9999,0.538765453,2,-9999,0.259545848,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.88726956,-0.428121999,0.22470839,-9.67E-03,-9999,-9999,3.18E-11,8.74E-13,-9999,-9999,15.84323437,400.7983295,405.2539546,0,1,434.6096089,10.99464927,11.11687542,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,292.7374203,291.7190918,96206.89661,1.144198238,1011.470298,2.53E-02,1.68E-02,7.83E-03,1054.351359,2132.030397,6.84E-03,49.45292338,1077.679038,280.9033716,4.26E-02,0.166673899,-2.34E-02,0.17362133,-5.67E-14,2.01E-15,0.17362133,1.827417882,146.3370005,75.66299947,-7.759308305,-9999,8.16E-02,0.100345158,3.554383982,0.652715073,-1.12848176,-0.137306142,1,0.61571625,1,1,1,3,6,113,7.28E-03,1.046613245,-11.25525774,1.089776307,11.0497681,1.095049353,0.952845422,1.095049353,0.249659313,1.095049353,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800101099,899999999,899999999,89999,89999,89,89,7,8,1,0,6,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.44E-02,9.98E-02,6.51E-03,0.888085229,3.56E-02,844.2301786,-9999,-9999,-9.73E-03,9.53E-04,0.249659313,-9999,-9999
07-01-2019,01:00,7.041,0,18000,18000,5.00E-03,2,-9999,-4.031026357,2,-9999,-0.846412798,2,-9999,0.256024062,2,-9999,-1.91E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.25E-12,-1.58E-13,-9999,-9999,15.7154413,397.5513713,402.3638407,0.1,0,472.8053331,11.96049191,12.10527698,0.1,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,292.7270529,291.6195835,96206.89661,1.144174546,1011.999476,2.53E-02,-1.24E-03,8.52E-03,1146.619331,2118.69655,7.45E-03,54.11909181,972.077219,282.1400531,5.72E-02,-0.333712536,-8.46E-03,0.338692517,-6.39E-15,-3.34E-16,0.338692517,1.120539185,302.2661591,279.7338409,-1.430861792,-9999,6.61E-02,4.97E-02,6.078463816,0.381675382,4.762482758,-5.27E-02,1,5.113992179,2,5,10,19,41,184,4.77E-03,1.046661,-3.730966047,1.09430213,-0.538916248,1.088275536,0.414607606,1.088275536,-1.22E-02,1.088275536,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800001099,899999999,899999999,89999,89999,89,89,4,3,2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.67E-02,6.85E-02,4.14E-03,0.266148848,3.38E-03,38.478089,-9999,-9999,-3.22E-03,4.15E-04,-1.22E-02,-9999,-9999
