,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes_and_spectral_correction_factors_(scf),,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,AGC_LI-7200,AGC_LI-7500,variances,,,,,,,,covariances,,,,
01-09-2019,13:30,9.562,1,18000,18000,0.118381006,1,-9999,298.1851183,0,-9999,183.3924553,0,-9999,-1.457220351,0,-9999,4.196594311,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.16437292,-4.540842445,-5.78E-02,-0.103908711,-9999,-9999,-9.37E-14,-9.91E-16,-9999,-9999,14.88595409,392.6282806,394.2649857,0,0,157.3900674,4.151281884,4.168586863,0.1,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,305.211637,304.8100518,96206.89661,1.09787753,1008.122178,2.64E-02,0.271939311,2.84E-03,398.9627518,4651.035818,2.58E-03,8.577933333,4252.073066,267.4211364,-0.199171184,0.583538091,3.94E-02,0.617851071,-1.03E-14,-6.29E-18,0.617851071,3.910281861,113.1543797,108.8456203,3.658228688,-9999,0.328370447,0.576537414,-10.07053956,-0.296905641,1.625939943,0.82045513,0,28.5821939,-4.337458196,9.811342249,24.43162946,37.25977647,52.25736628,78.29105723,0.114902385,1.030274577,295.9923607,1.047593137,169.4409506,1.04197204,-15.60535492,1.04197204,3.877340145,1.04197204,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800001099,800001099,899999999,899999999,89999,89999,89,89,18,23,2,0,20,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.433494867,0.568871742,0.150708217,1.686049137,2.76E-02,600.1867813,-9999,-9999,0.26743204,-1.56E-02,3.877340145,-9999,-9999
01-09-2019,14:00,9.583,1,18000,18000,9.90E-02,1,-9999,262.6812082,0,-9999,173.1592226,0,-9999,-3.919777845,0,-9999,3.963556825,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.896819376,0.591501663,7.21E-03,1.35E-02,-9999,-9999,2.32E-11,2.53E-13,-9999,-9999,14.87369785,392.6968172,394.384772,0,0,162.1071743,4.279969383,4.298366259,0,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,305.5164591,305.1020252,96206.89661,1.096773702,1008.20121,2.64E-02,0.256838482,2.92E-03,411.3135558,4728.538447,2.66E-03,8.698534662,4317.224891,267.8218562,-0.55098049,0.361866167,3.69E-03,0.659196653,-1.83E-14,1.56E-15,0.659196653,4.492308047,75.29561452,146.7043855,0.320587501,-9999,0.300481825,0.573809407,-8.759616915,-0.341339128,1.516992305,0.79058133,0,27.08779081,-4.11067676,9.298362024,23.15423617,35.3116711,49.5251208,74.19765562,9.61E-02,1.030306145,261.0698223,1.049284963,160.0744796,1.042669489,-16.35727506,1.042669489,3.664051423,1.042669489,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,19,14,2,2,1,32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.364834389,0.63845657,0.144327855,1.345751574,7.80E-03,445.3522572,-9999,-9999,0.236098067,-1.64E-02,3.664051423,-9999,-9999
01-09-2019,14:30,9.604,1,18000,18000,0.129640916,2,-9999,205.7586568,2,-9999,146.1121615,2,-9999,3.281336752,2,-9999,3.345917018,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.367683735,2.245375661,6.34E-02,5.14E-02,-9999,-9999,-2.12E-11,-2.57E-13,-9999,-9999,14.87251889,393.300564,395.1853921,0,0,180.3560898,4.769478012,4.792334948,0.1,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,306.0104273,305.5479053,96206.89661,1.094971232,1008.480165,2.64E-02,0.216815423,3.25E-03,458.2849806,4849.034738,2.97E-03,9.451055837,4390.749757,269.254222,-0.374514855,0.431543071,2.58E-02,0.57197787,2.50E-14,-1.42E-15,0.57197787,5.634207599,91.04690598,130.953094,2.589657158,-9999,0.34408813,0.53059956,-16.7938589,-0.178041272,1.40822403,0.541524805,0,30.47188462,-4.624226053,10.46001192,26.04690866,39.72317917,55.7123236,83.46721287,0.125815896,1.030401726,205.8223307,1.04583661,135.034326,1.041314696,-6.820776436,1.041314696,3.092238489,1.041314696,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,811101099,899999999,899999999,89999,89999,89,89,29,16,5,0,19,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.450953048,0.469239679,0.141006392,0.989099081,7.68E-03,342.9527562,-9999,-9999,0.18638992,-6.82E-03,3.092238489,-9999,-9999
01-09-2019,15:00,9.624,1,18000,18000,0.112797963,2,-9999,160.2450217,2,-9999,108.2197012,2,-9999,-2.218085156,2,-9999,2.47772794,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.589057552,-1.976903521,-0.121233291,-4.53E-02,-9999,-9999,3.48E-11,3.85E-13,-9999,-9999,14.84025452,392.1472907,393.8561967,0,0,164.1998047,4.33890864,4.357816809,0.1,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,305.7764646,305.3559723,96206.89661,1.095837238,1008.241421,2.64E-02,0.160556771,2.96E-03,416.969923,4796.860115,2.70E-03,8.69255957,4379.890192,268.0018183,-0.367706854,0.416046849,6.38E-03,0.555287323,-3.05E-14,2.35E-15,0.555287323,3.812114463,90.52939149,131.4706085,0.658284893,-9999,0.320831944,0.486596498,-17.4789536,-0.171062872,1.48073798,0.452060285,0,30.72522821,-4.66267192,10.54697658,26.26346295,40.05343813,56.17551648,84.16116021,0.109459746,1.030497213,160.0319888,1.045234401,100.2240125,1.041111046,-9.833014788,1.041111046,2.294663849,1.041111046,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,20,32,3,1,13,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.427332516,0.425782018,0.120078462,0.894107005,6.29E-03,317.4405499,-9999,-9999,0.144842567,-9.83E-03,2.294663849,-9999,-9999
01-09-2019,15:30,9.645,1,18000,18000,6.95E-02,1,-9999,124.3842817,0,-9999,104.5720779,0,-9999,-3.410448312,0,-9999,2.394435622,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.289968924,-2.487653802,-5.37E-02,-5.70E-02,-9999,-9999,-2.97E-11,-2.88E-13,-9999,-9999,14.81886969,391.6361194,393.128819,0,0,143.6712518,3.796973231,3.811445186,0.1,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,305.8185643,305.4504901,96206.89661,1.095721937,1007.952363,2.64E-02,0.155159428,2.59E-03,364.9526907,4822.545593,2.36E-03,7.567635882,4457.592902,266.2578085,-0.612269325,0.135179603,-5.70E-03,0.627040455,-5.31E-15,-2.01E-15,0.627040455,3.455702324,54.45028726,167.5497127,-0.520779965,-9999,0.251939093,0.336450729,-10.90316376,-0.27423233,1.189459789,0.447022699,0,28.62295223,-4.343643428,9.825333261,24.46646906,37.31290906,52.33188549,78.40270058,6.75E-02,1.030270413,125.1828736,1.047960981,97.74500442,1.042119137,-9.414565059,1.042119137,2.238112937,1.042119137,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,18,12,2,0,3,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.264263774,0.320237582,8.84E-02,0.642370824,5.35E-03,321.970195,-9999,-9999,0.113345571,-9.41E-03,2.238112937,-9999,-9999
01-09-2019,16:00,9.666,1,18000,18000,8.30E-02,2,-9999,88.69651264,2,-9999,75.5606755,2,-9999,-2.650631142,2,-9999,1.729994868,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.277797028,-0.685182281,5.33E-02,-1.57E-02,-9999,-9999,1.03E-11,9.53E-14,-9999,-9999,14.84315812,392.1432092,393.5788948,0,0,138.0731249,3.647770768,3.661125715,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,305.713467,305.3599643,96206.89661,1.096108426,1007.868956,2.64E-02,0.112103667,2.49E-03,350.628462,4797.987069,2.27E-03,7.307824238,4447.358607,265.7387621,-0.271593471,0.416929466,3.78E-03,0.497601755,-1.96E-14,6.91E-16,0.497601755,4.297585005,98.91923712,123.0807629,0.435621982,-9999,0.27521356,0.319324604,-19.93071062,-0.150019739,1.173844888,0.291728683,0,29.9038423,-4.538023438,10.26502137,25.56135463,38.98267863,54.67376106,81.91125693,8.05E-02,1.031074037,89.70793768,1.043337327,70.82530896,1.040584275,-6.949038388,1.040584275,1.62157657,1.040584275,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,810100099,899999999,899999999,89999,89999,89,89,33,14,1,3,8,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.271510203,0.272587189,9.46E-02,0.366783571,3.49E-03,225.9208226,-9999,-9999,8.12E-02,-6.95E-03,1.62157657,-9999,-9999
01-09-2019,16:30,9.687,1,18000,18000,0.100139989,2,-9999,24.991529,2,-9999,70.5859783,2,-9999,-0.486195536,2,-9999,1.615433257,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.29123482,0.400163581,3.07E-02,9.16E-03,-9999,-9999,-2.28E-11,-2.17E-13,-9999,-9999,14.87427036,392.4352433,393.9063874,0,1,141.5565086,3.734755489,3.748756177,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,305.3012042,304.9397681,96206.89661,1.097582829,1007.901922,2.64E-02,0.104680075,2.55E-03,358.9796225,4685.361746,2.32E-03,7.661726925,4326.382124,266.0436123,-0.289985526,0.535592058,-1.38E-02,0.609213688,-1.74E-14,-1.53E-15,0.609213688,4.129119982,103.5675632,118.4324368,-1.299413957,-9999,0.302054366,0.422256388,-93.5152262,-3.20E-02,0.354057982,7.48E-02,0,29.81876135,-4.525112076,10.23581584,25.48862871,38.87176702,54.51820595,81.67820703,9.72E-02,1.030284242,28.23746255,1.047251997,67.05877146,1.041838225,-2.132248064,1.041838225,1.534709473,1.041838225,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,801000099,899999999,899999999,89999,89999,89,89,25,26,0,23,15,12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.392334931,0.337469782,0.114708062,0.12626295,1.71E-03,164.3483136,-9999,-9999,2.55E-02,-2.13E-03,1.534709473,-9999,-9999
01-09-2019,17:00,9.708,1,18000,18000,9.73E-02,2,-9999,-14.49419347,2,-9999,31.40457806,2,-9999,0.830254133,2,-9999,0.718285423,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.933617642,-1.8339907,-2.76E-03,-4.19E-02,-9999,-9999,9.25E-12,7.87E-14,-9999,-9999,14.90585041,392.4090658,393.7230025,0,1,126.7655842,3.337210766,3.348385032,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,304.6340605,304.3117701,96206.89661,1.100012756,1007.667212,2.63E-02,4.65E-02,2.28E-03,320.8086901,4521.349317,2.08E-03,7.095419257,4200.540627,264.5947676,2.26E-02,0.805450076,-1.06E-02,0.805837429,1.08E-14,6.21E-16,0.805837429,4.052132134,133.6098169,88.39018306,-0.751577377,-9999,0.297341384,0.332469771,153.7998045,1.94E-02,-0.461531228,-4.40E-02,0,30.27168659,-4.593845229,10.39129042,25.8757824,39.46220082,55.34629775,82.91883944,9.45E-02,1.028845848,-11.75074291,1.059532031,30.08948329,1.048140955,1.134518753,1.048140955,0.688206579,1.048140955,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800001099,899999999,899999999,89999,89999,89,89,18,12,0,16,37,18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.307731333,0.250163088,0.107045121,8.69E-02,1.01E-03,63.95278036,-9999,-9999,-1.06E-02,1.13E-03,0.688206579,-9999,-9999
01-09-2019,17:30,9.729,1,18000,18000,4.69E-02,2,-9999,-16.99958701,2,-9999,17.5011852,2,-9999,0.730791383,2,-9999,0.399951845,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.649301069,-0.239559498,1.67E-04,-5.47E-03,-9999,-9999,-3.19E-11,-2.67E-13,-9999,-9999,14.94830326,392.4106426,393.7041471,0,1,125.1552485,3.285473316,3.296303232,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,303.7701271,303.4537288,96206.89661,1.103144661,1007.611636,2.63E-02,2.59E-02,2.26E-03,315.8403208,4305.304741,2.04E-03,7.336073514,3989.46442,264.3950317,1.98E-02,0.605266702,-3.29E-02,0.606486142,-2.29E-14,-2.13E-15,0.606486142,3.154594506,133.8764853,88.12351465,-3.11254405,-9999,0.206096275,0.240349761,43.66569093,6.85E-02,-0.971339187,-7.42E-02,0,29.56686359,-4.48688562,10.14934749,25.2733103,38.54339285,54.05765651,80.98822005,4.56E-02,1.0285647,-15.02238226,1.056335439,16.89784947,1.048639207,1.265790031,1.048639207,0.386163908,1.048639207,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800001099,899999999,899999999,89999,89999,89,89,16,13,2,0,7,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.257324894,0.168827128,5.45E-02,0.296497139,1.55E-03,45.15893882,-9999,-9999,-1.35E-02,1.27E-03,0.386163908,-9999,-9999
01-09-2019,18:00,9.749,1,18000,18000,7.19E-03,2,-9999,-6.370753164,2,-9999,-0.118612614,2,-9999,-6.68E-02,2,-9999,-2.71E-03,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.317522051,0.384576218,6.51E-02,8.78E-03,-9999,-9999,-6.53E-15,-5.60E-17,-9999,-9999,15.02428258,393.0238919,394.35213,0,1,128.7557263,3.368152615,3.379535406,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,302.7062542,302.3830367,96206.89661,1.107016209,1007.622179,2.62E-02,-1.75E-04,2.32E-03,323.779971,4048.336481,2.10E-03,7.997852265,3724.55651,264.7129061,-0.255793954,0.339147824,-6.57E-02,0.429851988,-2.07E-14,-4.35E-19,0.429851988,1.543937717,94.97546839,127.0245316,-8.796301095,-9999,8.06E-02,5.44E-02,6.969274573,0.429026001,53.71058734,-7.09E-02,1,7.051921962,3,7,14,26,57,257,6.88E-03,1.044865679,-5.849077616,1.090483981,-1.08E-02,1.080854859,0.201768639,1.080854859,-2.47E-04,1.080854859,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,10,12,1,1,3,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.02E-02,4.77E-02,1.09E-02,0.218012734,2.20E-03,31.79251833,-9999,-9999,-5.24E-03,2.02E-04,-2.47E-04,-9999,-9999
01-09-2019,18:30,9.77,0,18000,18000,4.07E-04,0,-9999,0.866942801,2,-9999,6.95E-02,2,-9999,-0.178796653,2,-9999,1.58E-03,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.082088739,1.069493647,0.382438207,2.44E-02,-9999,-9999,-5.03E-12,-4.56E-14,-9999,-9999,15.24236255,396.606267,398.0378075,0,1,138.2203674,3.5964939,3.609475356,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,301.0949492,300.7516766,96206.89661,1.112925138,1007.694709,2.60E-02,1.03E-04,2.49E-03,345.7052963,3682.451471,2.24E-03,9.387911803,3336.746175,265.5560085,-0.185193128,-2.93E-02,-2.70E-02,0.189429927,4.01E-15,-3.30E-16,0.189429927,0.826316308,33.00881881,188.9911812,-8.191987585,-9999,1.91E-02,1.50E-02,-0.68474465,-4.366591257,12.48208365,4.04E-02,1,8.642081818,4,7,11,16,25,55,3.88E-04,1.050941312,0.833305917,1.045632219,5.11E-02,1.04980904,-0.208229947,1.04980904,1.16E-03,1.04980904,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,810101099,899999999,899999999,89999,89999,89,89,13,11,1,11,12,19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.61E-03,1.89E-02,2.61E-03,0.199995785,4.11E-03,19.0778112,-9999,-9999,7.43E-04,-2.08E-04,1.16E-03,-9999,-9999
01-09-2019,19:00,9.791,0,18000,18000,9.65E-03,2,-9999,-31.10220265,2,-9999,4.531813561,2,-9999,-0.282942906,2,-9999,0.103079967,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.642787307,1.051832626,0.117465057,2.39E-02,-9999,-9999,8.25E-12,7.92E-14,-9999,-9999,15.3916391,397.6989161,399.2235671,0,0,147.8035024,3.819040474,3.833681458,0,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,298.9962361,298.6342837,96206.89661,1.120722022,1007.751541,2.58E-02,6.68E-03,2.66E-03,367.0711477,3250.716393,2.38E-03,11.29200777,2883.645245,266.3330287,0.166551206,-0.17023756,-2.05E-02,0.239042703,6.42E-15,5.36E-16,0.239042703,0.908188477,267.6271114,314.3728886,-4.925712098,-9999,9.28E-02,7.19E-02,2.178849597,1.372283798,-6.863080803,-0.296743151,1,0.892452251,1,1,2,3,6,25,9.06E-03,1.065598381,-27.2346421,1.131510277,4.535944027,1.12738142,0.971667212,1.12738142,0.103173918,1.12738142,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,10,9,1,2,2,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.128068502,1.40E-02,1.81E-03,1.313920472,2.58E-03,43.24923543,-9999,-9999,-2.41E-02,9.72E-04,0.103173918,-9999,-9999
01-09-2019,19:30,9.812,0,18000,18000,2.89E-03,1,-9999,1.700635393,2,-9999,5.251345411,1,-9999,1.742840531,1,-9999,0.119161661,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.779211388,1.544746039,0.186373834,3.51E-02,-9999,-9999,3.27E-12,3.39E-14,-9999,-9999,15.58494514,399.4184482,401.0799003,0,1,161.6345091,4.142446715,4.159677959,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,296.5644076,296.1750297,96206.89661,1.129890057,1007.856064,2.56E-02,7.72E-03,2.91E-03,398.1147578,2805.252841,2.58E-03,14.19176026,2407.138083,267.3932208,0.421491821,-0.426438099,-3.79E-02,0.60078253,-1.88E-14,2.10E-16,0.60078253,0.98435731,267.334223,314.665777,-3.614891718,-9999,5.05E-02,3.87E-02,-6.438707885,-0.464378887,0.323847559,2.95E-02,1,24.39718571,11,19,32,49,78,180,2.80E-03,1.030300188,1.937729009,1.046923373,4.985735583,1.041711854,1.551979084,1.041711854,0.113134538,1.041711854,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800001199,800101199,899999999,899999999,89999,89999,89,89,11,3,6,1,6,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.18E-02,5.45E-02,1.05E-03,0.840979009,2.57E-02,88.96030696,-9999,-9999,1.70E-03,1.55E-03,0.113134538,-9999,-9999
01-09-2019,20:00,9.833,0,18000,18000,7.77E-03,2,-9999,-8.194093962,2,-9999,6.302281321,2,-9999,-3.983425631,2,-9999,0.142816626,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.420021409,-1.089245664,-1.113115039,-2.47E-02,-9999,-9999,1.29E-11,1.30E-13,-9999,-9999,15.2588817,389.1975298,390.7275392,-0.2,0,153.5227398,3.915796208,3.931189947,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,295.1505213,294.7841814,96206.89661,1.135318081,1007.696003,2.55E-02,9.25E-03,2.77E-03,376.3593544,2577.733675,2.44E-03,14.60039716,2201.374321,266.6583376,-0.241797015,-6.84E-02,-4.33E-02,0.254982593,2.82E-14,8.47E-16,0.254982593,0.918167822,26.20741128,195.7925887,-9.773232247,-9999,8.27E-02,6.49E-02,5.862710671,0.510002995,-1.300179022,-8.66E-02,1,2.112776622,1,2,4,7,15,59,7.49E-03,1.037455848,-7.286515817,1.071188367,6.006921049,1.072468453,-3.420341434,1.072468453,0.136123438,1.072468453,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000199,899999999,899999999,89999,89999,89,89,0,0,0,6,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.02E-02,8.73E-02,2.23E-03,0.226614397,4.40E-02,263.5955612,-9999,-9999,-6.37E-03,-3.42E-03,0.136123438,-9999,-9999
01-09-2019,20:30,9.854,0,18000,18000,4.21E-03,1,-9999,10.20197706,1,-9999,10.39724986,1,-9999,2.388653497,2,-9999,0.235239629,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.242222592,-1.18391551,7.03E-03,-2.68E-02,-9999,-9999,-1.05E-11,-9.94E-14,-9999,-9999,15.34799663,389.2617363,390.6960695,0,1,144.7508051,3.671225053,3.684752609,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,293.4852003,293.1436575,96206.89661,1.141776947,1007.521049,2.54E-02,1.52E-02,2.61E-03,352.880288,2330.242174,2.28E-03,15.14350276,1977.361886,265.821593,0.469545997,-0.506920636,-6.97E-02,0.694482122,-3.44E-15,-6.86E-16,0.694482122,1.646594759,269.1919482,312.8080518,-5.763232154,-9999,6.07E-02,0.120241232,-1.862491075,-1.605376821,0.981218803,0.145997286,1,15.43940664,7,12,20,29,46,101,4.09E-03,1.030425113,10.31987764,1.050797039,9.743375849,1.043330857,1.756729788,1.043330857,0.220445613,1.043330857,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,2,5,0,4,6,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.130828589,0.102529456,7.12E-03,0.856924672,6.03E-02,262.6038521,-9999,-9999,8.97E-03,1.76E-03,0.220445613,-9999,-9999
01-09-2019,21:00,9.874,0,18000,18000,3.19E-03,1,-9999,4.292333289,1,-9999,0.420022922,2,-9999,-0.189932764,2,-9999,9.49E-03,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.833827652,-0.778143553,0.303200026,-1.76E-02,-9999,-9999,-1.77E-11,-1.59E-13,-9999,-9999,15.52074953,392.0186666,393.4000222,0,1,139.0199217,3.511325546,3.523698399,0,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,292.2740396,291.9487073,96206.89661,1.146519378,1007.404506,2.53E-02,6.15E-04,2.51E-03,337.5278054,2163.308156,2.18E-03,15.60239139,1825.78035,265.2472715,0.488028325,-0.468492538,-8.32E-02,0.681594484,5.46E-14,-1.14E-15,0.681594484,1.403609303,265.8299654,316.1700346,-7.007267666,-9999,5.27E-02,0.115934415,-2.89547811,-1.032644657,10.21928343,7.05E-02,1,21.17790022,9,17,27,41,64,142,3.09E-03,1.030372604,4.111538262,1.050238186,0.326191492,1.043082879,-0.375058738,1.043082879,7.37E-03,1.043082879,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000199,800000099,810000099,899999999,899999999,89999,89999,89,89,8,8,1,10,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.129319414,9.73E-02,5.27E-03,0.270415443,0.107335282,640.5398743,-9999,-9999,3.56E-03,-3.75E-04,7.37E-03,-9999,-9999
